k,part_R.time,part_C.time,part_fast.time
8,2.279999999795109,0.9099999996833504,0
8,3.279999999795109,1.5899999998509884,0
8,2.459999999962747,1.1299999998882413,0
8,2.4100000001490116,1.1699999999254942,0
8,2.5,1.2700000000186265,0
9,2.140000000130385,0.8999999999068677,0
9,2.290000000037253,0.9499999997206032,0
9,2.1499999999068677,1.0300000002607703,0
9,2.529999999795109,1.0900000003166497,0
9,2.5900000003166497,1.360000000335276,0
9,2.639999999664724,1.1400000001303852,0
9,2.6899999999441206,1.1499999999068675,0
9,3.3999999999068677,1.6599999996833503,0
9,2.709999999962747,1.1699999999254942,0
9,2.8000000002793968,1.290000000037253,0
10,3.5899999998509884,1.430000000167638,0
10,1.9500000001862643,1.220000000204891,0
10,2.9100000001490116,0.9499999997206032,0
10,3.0300000002607703,1.1699999999254942,0
10,2.610000000335276,1.1400000001303852,0
10,3.2199999997392297,1.3900000001303852,0
10,2.5300000002607703,0.9499999997206032,0
10,3.470000000204891,1.6400000001303852,0
10,3.4499999997206032,1.510000000242144,0
10,2.709999999962747,0.9799999999813735,0
11,3.8000000002793968,1.6499999999068675,0
11,3.720000000204891,1.6600000001490116,0
11,4.169999999925494,1.9199999999254944,0
11,4.149999999906868,1.8900000001303852,0
11,3.0899999998509884,1.1999999997206032,0
11,3.040000000037253,1.209999999962747,0
11,3.660000000149011,1.6499999999068675,0
11,3.1299999998882413,1.239999999757856,0
11,3.1299999998882413,1.2800000002607703,0
11,3.419999999925494,1.459999999962747,0
12,3.910000000149011,1.470000000204891,0
12,4.2999999998137355,1.9199999999254944,0
12,3.1199999996460974,1.2199999997392297,0.02000000001862645
12,2.8699999996460974,0.9799999999813735,0
12,3.4399999999441206,1.220000000204891,0
12,3.6299999998882417,1.4500000001862643,0
12,3.640000000130385,1.4199999999254942,0
12,3.839999999850989,1.6499999999068675,0
12,3.360000000335276,1.1899999999441206,0
12,3,1.1899999999441206,0
13,5.459999999962747,2.4699999997392297,0
13,4.470000000204891,1.720000000204891,0
13,5.15999999968335,2.279999999795109,0
13,3.029999999795109,1.209999999962747,0
13,2.9799999999813735,0.9799999999813735,0
13,4.239999999757856,1.5600000000558794,0
13,4.470000000204891,1.930000000167638,0
13,4.109999999869615,1.7599999997764826,0
13,4.169999999925494,1.7000000001862643,0
13,4.359999999869615,1.7800000002607703,0
14,4.0200000000186265,1.459999999962747,0
14,3.330000000074506,1.0200000000186265,0
14,4.619999999646097,1.489999999757856,0
14,4.800000000279397,1.9499999997206032,0
14,4.28000000026077,1.7000000001862643,0
14,4.610000000335276,1.4699999997392297,0
14,4.28000000026077,1.6899999999441206,0
14,4.610000000335276,1.6899999999441206,0
14,4.029999999795109,1.5,0
14,5.649999999906868,2.389999999664724,0
15,4.709999999962747,1.739999999757856,0
15,4.240000000223517,1.459999999962747,0
15,5.179999999701977,2,0
15,5.390000000130385,2.0600000000558794,0
15,4.410000000149012,1.470000000204891,0
15,5.75,2.239999999757856,0
15,3.7700000000186265,1.25,0
15,5.069999999832362,2.2199999997392297,0
15,5.550000000279397,1.75,0
15,4.560000000055879,1.7999999998137357,0
16,4.140000000130385,1.2700000000186265,0
16,5.220000000204891,2.040000000037253,0
16,4.760000000242144,1.7299999999813735,0
16,4,1.2400000002235174,0
16,4.820000000298023,1.790000000037253,0
16,5.71999999973923,2.0600000000558794,0
16,4.5,1.5200000000186265,0
16,5.53000000026077,2.0600000000558794,0
16,4.739999999757856,1.779999999795109,0
16,5.089999999850988,1.9500000001862643,0
17,5.459999999962747,1.739999999757856,0
17,6.860000000335276,2.75,0
17,7.229999999981373,3.279999999795109,0
17,4.060000000055879,1.220000000204891,0
17,5.660000000149012,2.169999999925494,0
17,4.9200000003911555,1.7199999997392297,0
17,5.830000000074506,2.25,0
17,5.5200000000186265,1.9699999997392297,0
17,4.96999999973923,1.709999999962747,0.01000000024214387
17,6.109999999869615,2.529999999795109,0
18,6.689999999944121,2.790000000037253,0
18,6.619999999646097,2.5300000002607703,0
18,5.109999999869615,1.760000000242144,0
18,6.669999999925494,2.5,0
18,5.2700000000186265,1.7299999999813735,0
18,5.189999999944121,1.75,0
18,6.0499999998137355,2.25,0
18,5.1700000003911555,1.8100000000558791,0
18,5.53000000026077,1.7700000000186265,0
18,5.220000000204891,1.75,0
19,7.300000000279397,2.790000000037253,0
19,5.9799999999813735,2.069999999832362,0
19,6.430000000167638,2.25,0
19,7.5,2.6999999997206032,0
19,6.78000000026077,2.580000000074506,0
19,5.419999999925494,1.75,0
19,5.7700000000186265,2,0
19,7.279999999795109,2.7999999998137355,0
19,6.959999999962747,2.5200000000186265,0
19,5.279999999795109,1.720000000204891,0
20,6.080000000074506,2,0
20,7.310000000055879,2.7800000002607703,0
20,6.129999999888241,1.790000000037253,0
20,3.3100000000558794,1.279999999795109,0
20,6.220000000204891,2.260000000242144,0
20,5.580000000074506,1.7299999999813735,0
20,5.310000000055879,1.529999999795109,0
20,5.569999999832362,1.849999999627471,0
20,6.440000000409782,2.2199999997392297,0
20,6.470000000204891,2.0499999998137355,0
21,6.580000000074506,2.3100000000558794,0
21,7.209999999962747,2.9399999999441206,0
21,6.6700000003911555,2.0300000002607703,0
21,5.740000000223517,1.790000000037253,0
21,5.7000000001862645,1.790000000037253,0
21,6.1700000003911555,2.0099999997764826,0
21,5.810000000055879,1.779999999795109,0
21,7.299999999813736,2.2700000000186265,0
21,5.860000000335276,1.8200000002980232,0
21,6.779999999795109,2.25,0
22,7.129999999888241,2.5500000002793968,0
22,8.34000000031665,2.75,0
22,8.109999999869615,2.790000000037253,0
22,6.080000000074506,1.760000000242144,0
22,6.890000000130385,2.3100000000558794,0
22,7.929999999701977,2.5799999996088445,0
22,7.03000000026077,2.25,0
22,5.949999999720603,1.8100000000558791,0
22,5.169999999925494,1.3100000000558794,0
22,8.390000000130385,2.889999999664724,0
23,6.279999999795109,1.790000000037253,0
23,7.270000000018627,2.2599999997764826,0
23,8.25,2.7999999998137355,0
23,6.71999999973923,2.0600000000558794,0
23,7.6700000003911555,2.3800000003539026,0
23,6.990000000223517,2.330000000074506,0
23,8.130000000353903,2.610000000335276,0
23,8.25,2.790000000037253,0
23,8.720000000204891,3.0300000002607703,0
23,6.290000000037253,1.8399999998509884,0
24,6.850000000093132,2.1999999997206032,0
24,6.259999999776483,1.6899999999441206,0
24,7.03000000026077,2.080000000074506,0
24,8.080000000074506,2.529999999795109,0
24,7.760000000242144,2.5099999997764826,0
24,8.28000000026077,2.609999999869615,0
24,8.859999999869615,2.919999999925494,0
24,8.46999999973923,2.790000000037253,0
24,7.160000000149012,2.1899999999441206,0
24,7.439999999944121,2.2999999998137355,0
